TYPE,IDENTIFIER,GRAMMAR_PATTERN,WORD,POSITION,NORMALIZED_POSITION,CONTEXT,CORRECT_TAG,SYSTEM,IDENTIFIER_CODE
double,nextDouble,DT N,Double,1,2,4,N,cloned_repositories/immutables.git/mongo/src/org/immutables/mongo/bson4gson/BsonReader.java,1599
boolean,lastValue,DT N,last,0,0,5,DT,cloned_repositories/immutables.git/value-fixture/src/android/os/Parcel.java,1600
boolean,lastValue,DT N,Value,1,2,5,N,cloned_repositories/immutables.git/value-fixture/src/android/os/Parcel.java,1600
Void,aVoid,DT N,a,0,0,5,DT,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/MoreElements.java,1601
Void,aVoid,DT N,Void,1,2,5,N,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/MoreElements.java,1601
Set,allAnnotatedElements,DT NM NPL,all,0,0,4,DT,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/Round.java,1602
Set,allAnnotatedElements,DT NM NPL,Annotated,1,1,4,NM,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/Round.java,1602
Set,allAnnotatedElements,DT NM NPL,Elements,2,2,4,NPL,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/Round.java,1602
int,lastIndexOfDot,DT N P N,last,0,0,3,DT,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/SourceNames.java,1603
int,lastIndexOfDot,DT N P N,Index,1,1,3,N,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/SourceNames.java,1603
int,lastIndexOfDot,DT N P N,Of,2,1,3,P,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/SourceNames.java,1603
int,lastIndexOfDot,DT N P N,Dot,3,2,3,N,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/SourceNames.java,1603
boolean,allFinal,DT N,all,0,0,5,DT,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/ValueType.java,1604
boolean,allFinal,DT N,Final,1,2,5,N,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/ValueType.java,1604
void,each_seen_event,DT V N,each,0,0,4,DT,cloned_repositories/meta.git/include/meta/stats/multinomial.tcc,1605
void,each_seen_event,DT V N,seen,1,1,4,V,cloned_repositories/meta.git/include/meta/stats/multinomial.tcc,1605
void,each_seen_event,DT V N,event,2,2,4,N,cloned_repositories/meta.git/include/meta/stats/multinomial.tcc,1605
unique_ptr,last_builder_,DT N,last,0,0,1,DT,cloned_repositories/meta.git/src/lm/mph_language_model.cpp,1606
unique_ptr,last_builder_,DT N,builder,1,2,1,N,cloned_repositories/meta.git/src/lm/mph_language_model.cpp,1606
int32_t,nextEvent,DT N,next,0,0,1,DT,cloned_repositories/mgba.git/include/mgba/core/timing.h,1607
int32_t,nextEvent,DT N,event,1,2,1,N,cloned_repositories/mgba.git/include/mgba/core/timing.h,1607
int32_t,nextUpdate,DT N,next,0,0,1,DT,cloned_repositories/mgba.git/include/mgba/internal/gb/audio.h,1608
int32_t,nextUpdate,DT N,update,1,2,1,N,cloned_repositories/mgba.git/include/mgba/internal/gb/audio.h,1608
int,strcmpcasenosensitive_internal,N V N DT NM N,str,0,0,4,N,cloned_repositories/mgba.git/src/third-party/zlib/contrib/minizip/unzip.c,1609
int,strcmpcasenosensitive_internal,N V N DT NM N,cmp,1,1,4,V,cloned_repositories/mgba.git/src/third-party/zlib/contrib/minizip/unzip.c,1609
int,strcmpcasenosensitive_internal,N V N DT NM N,case,2,1,4,N,cloned_repositories/mgba.git/src/third-party/zlib/contrib/minizip/unzip.c,1609
int,strcmpcasenosensitive_internal,N V N DT NM N,no,3,1,4,DT,cloned_repositories/mgba.git/src/third-party/zlib/contrib/minizip/unzip.c,1609
int,strcmpcasenosensitive_internal,N V N DT NM N,sensitive,4,1,4,NM,cloned_repositories/mgba.git/src/third-party/zlib/contrib/minizip/unzip.c,1609
int,strcmpcasenosensitive_internal,N V N DT NM N,internal,5,2,4,N,cloned_repositories/mgba.git/src/third-party/zlib/contrib/minizip/unzip.c,1609
int,a_len,NM N,a,0,0,5,NM,cloned_repositories/naemon-core.git/lib/kvvec.c,1610
int,a_len,NM N,len,1,2,5,N,cloned_repositories/naemon-core.git/lib/kvvec.c,1610
long,get_next_comment_id,V DT NM N,get,0,0,4,V,cloned_repositories/naemon-core.git/src/naemon/comments.c,1611
long,get_next_comment_id,V DT NM N,next,1,1,4,DT,cloned_repositories/naemon-core.git/src/naemon/comments.c,1611
long,get_next_comment_id,V DT NM N,comment,2,1,4,NM,cloned_repositories/naemon-core.git/src/naemon/comments.c,1611
long,get_next_comment_id,V DT NM N,id,3,2,4,N,cloned_repositories/naemon-core.git/src/naemon/comments.c,1611
customvariablesmember,this_customvariablesmember,PRE NM NM NP,this,0,0,3,PRE,cloned_repositories/naemon-core.git/src/naemon/macros.c,1612
customvariablesmember,this_customvariablesmember,PRE NM NM NP,custom,1,1,3,NM,cloned_repositories/naemon-core.git/src/naemon/macros.c,1612
customvariablesmember,this_customvariablesmember,PRE NM NM NP,variables,2,1,3,NM,cloned_repositories/naemon-core.git/src/naemon/macros.c,1612
customvariablesmember,this_customvariablesmember,PRE NM NM NP,member,3,2,3,NP,cloned_repositories/naemon-core.git/src/naemon/macros.c,1612
hostescalation,this_hostescalation,DT NM N,this,0,0,5,DT,cloned_repositories/naemon-core.git/src/naemon/objects_hostescalation.h,1613
hostescalation,this_hostescalation,DT NM N,host,1,1,5,NM,cloned_repositories/naemon-core.git/src/naemon/objects_hostescalation.h,1613
hostescalation,this_hostescalation,DT NM N,escalation,2,2,5,N,cloned_repositories/naemon-core.git/src/naemon/objects_hostescalation.h,1613
serviceescalation,this_serviceescalation,DT NM N,this,0,0,5,DT,cloned_repositories/naemon-core.git/src/naemon/objects_serviceescalation.c,1614
serviceescalation,this_serviceescalation,DT NM N,service,1,1,5,NM,cloned_repositories/naemon-core.git/src/naemon/objects_serviceescalation.c,1614
serviceescalation,this_serviceescalation,DT NM N,escalation,2,2,5,N,cloned_repositories/naemon-core.git/src/naemon/objects_serviceescalation.c,1614
query_handler,next_qh,DT N,next,0,0,1,DT,cloned_repositories/naemon-core.git/src/naemon/query-handler.c,1615
query_handler,next_qh,DT N,qh,1,2,1,N,cloned_repositories/naemon-core.git/src/naemon/query-handler.c,1615
int,last_bucket,DT N,last,0,0,3,DT,cloned_repositories/naemon-core.git/src/naemon/utils.c,1616
int,last_bucket,DT N,bucket,1,2,3,N,cloned_repositories/naemon-core.git/src/naemon/utils.c,1616
int,this_bucket,DT N,this,0,0,3,DT,cloned_repositories/naemon-core.git/src/naemon/utils.c,1617
int,this_bucket,DT N,bucket,1,2,3,N,cloned_repositories/naemon-core.git/src/naemon/utils.c,1617
xodtemplate_serviceextinfo,next_se,DT N,next,0,0,3,DT,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,1618
xodtemplate_serviceextinfo,next_se,DT N,se,1,2,3,N,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,1618
xodtemplate_daterange,next_daterange,DT NM N,next,0,0,3,DT,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,1619
xodtemplate_daterange,next_daterange,DT NM N,date,1,1,3,NM,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,1619
xodtemplate_daterange,next_daterange,DT NM N,range,2,2,3,N,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,1619
xodtemplate_serviceextinfo,this_serviceextinfo,DT NM NM N,this,0,0,5,DT,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,1620
xodtemplate_serviceextinfo,this_serviceextinfo,DT NM NM N,service,1,1,5,NM,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,1620
xodtemplate_serviceextinfo,this_serviceextinfo,DT NM NM N,ext,2,1,5,NM,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,1620
xodtemplate_serviceextinfo,this_serviceextinfo,DT NM NM N,info,3,2,5,N,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,1620
long,lastActive,DT N,last,0,0,1,DT,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/dom4j/io/XMPPPacketReader.java,1621
long,lastActive,DT N,Active,1,2,1,N,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/dom4j/io/XMPPPacketReader.java,1621
SQLException,lastException,DT N,last,0,0,3,DT,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/database/DbConnectionManager.java,1622
SQLException,lastException,DT N,Exception,1,2,3,N,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/database/DbConnectionManager.java,1622
byte,anotherID,DT N,another,0,0,5,DT,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/cluster/NodeID.java,1623
byte,anotherID,DT N,ID,1,2,5,N,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/cluster/NodeID.java,1623
Group,nextElement,DT N,next,0,0,1,DT,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/group/GroupCollection.java,1624
Group,nextElement,DT N,Element,1,2,1,N,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/group/GroupCollection.java,1624
Instant,lastActivity,DT N,last,0,0,3,DT,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/muc/spi/MultiUserChatServiceImpl.java,1625
Instant,lastActivity,DT N,Activity,1,2,3,N,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/muc/spi/MultiUserChatServiceImpl.java,1625
long,last_used,DT N,last,0,0,1,DT,cloned_repositories/ovs.git/lib/dpif-netdev.c,1626
long,last_used,DT N,used,1,2,1,N,cloned_repositories/ovs.git/lib/dpif-netdev.c,1626
json*,ovsdb_atom_string_create_nocopy,PRE PRE N V DT V,ovsdb,0,0,4,PRE,cloned_repositories/ovs.git/lib/ovsdb-data.h,1627
json*,ovsdb_atom_string_create_nocopy,PRE PRE N V DT V,atom,1,1,4,PRE,cloned_repositories/ovs.git/lib/ovsdb-data.h,1627
json*,ovsdb_atom_string_create_nocopy,PRE PRE N V DT V,string,2,1,4,N,cloned_repositories/ovs.git/lib/ovsdb-data.h,1627
json*,ovsdb_atom_string_create_nocopy,PRE PRE N V DT V,create,3,1,4,V,cloned_repositories/ovs.git/lib/ovsdb-data.h,1627
json*,ovsdb_atom_string_create_nocopy,PRE PRE N V DT V,no,4,1,4,DT,cloned_repositories/ovs.git/lib/ovsdb-data.h,1627
json*,ovsdb_atom_string_create_nocopy,PRE PRE N V DT V,copy,5,2,4,V,cloned_repositories/ovs.git/lib/ovsdb-data.h,1627
ovsdb_type,a_type,NM N,a,0,0,5,NM,cloned_repositories/ovs.git/lib/ovsdb-data.h,1628
ovsdb_type,a_type,NM N,type,1,2,5,N,cloned_repositories/ovs.git/lib/ovsdb-data.h,1628
bool,monitor_everything_by_default,V DT P N,monitor,0,0,5,V,cloned_repositories/ovs.git/lib/ovsdb-idl.c,1629
bool,monitor_everything_by_default,V DT P N,everything,1,1,5,DT,cloned_repositories/ovs.git/lib/ovsdb-idl.c,1629
bool,monitor_everything_by_default,V DT P N,by,2,1,5,P,cloned_repositories/ovs.git/lib/ovsdb-idl.c,1629
bool,monitor_everything_by_default,V DT P N,default,3,2,5,N,cloned_repositories/ovs.git/lib/ovsdb-idl.c,1629
rusage,last_wakeup,DT V,last,0,0,5,DT,cloned_repositories/ovs.git/lib/timeval.c,1630
rusage,last_wakeup,DT V,wakeup,1,2,5,V,cloned_repositories/ovs.git/lib/timeval.c,1630
int,morecore_properties,DT NM N,more,0,0,1,DT,cloned_repositories/panda3d.git/dtool/src/dtoolbase/ptmalloc2_smp_src.cxx,1631
int,morecore_properties,DT NM N,core,1,1,1,NM,cloned_repositories/panda3d.git/dtool/src/dtoolbase/ptmalloc2_smp_src.cxx,1631
int,morecore_properties,DT NM N,properties,2,2,1,N,cloned_repositories/panda3d.git/dtool/src/dtoolbase/ptmalloc2_smp_src.cxx,1631
int,this_index,DT N,this,0,0,3,DT,cloned_repositories/panda3d.git/dtool/src/interrogate/interrogateBuilder.cxx,1632
int,this_index,DT N,index,1,2,3,N,cloned_repositories/panda3d.git/dtool/src/interrogate/interrogateBuilder.cxx,1632
bool,sorts_less,V DT,sorts,0,0,4,V,cloned_repositories/panda3d.git/panda/src/egg2pg/eggBinner.cxx,1633
bool,sorts_less,V DT,less,1,2,4,DT,cloned_repositories/panda3d.git/panda/src/egg2pg/eggBinner.cxx,1633
bool,all_ok,DT NM,all,0,0,3,DT,cloned_repositories/panda3d.git/panda/src/gobj/geom.cxx,1634
bool,all_ok,DT NM,ok,1,2,3,NM,cloned_repositories/panda3d.git/panda/src/gobj/geom.cxx,1634
int*,make_nonindexed,V DT N NM,make,0,0,4,V,cloned_repositories/panda3d.git/panda/src/gobj/geom.cxx,1635
int*,make_nonindexed,V DT N NM,no,1,1,4,DT,cloned_repositories/panda3d.git/panda/src/gobj/geom.cxx,1635
int*,make_nonindexed,V DT N NM,n,2,1,4,N,cloned_repositories/panda3d.git/panda/src/gobj/geom.cxx,1635
int*,make_nonindexed,V DT N NM,indexed,3,2,4,NM,cloned_repositories/panda3d.git/panda/src/gobj/geom.cxx,1635
PN_stdfloat,a_dist,NM N,a,0,0,3,NM,cloned_repositories/panda3d.git/panda/src/gobj/lens.cxx,1636
PN_stdfloat,a_dist,NM N,dist,1,2,3,N,cloned_repositories/panda3d.git/panda/src/gobj/lens.cxx,1636
PN_stdfloat,weight_a,NM N,weight,0,0,3,NM,cloned_repositories/panda3d.git/panda/src/particlesystem/colorInterpolationManager.cxx,1637
PN_stdfloat,weight_a,NM N,a,1,2,3,N,cloned_repositories/panda3d.git/panda/src/particlesystem/colorInterpolationManager.cxx,1637
NodePathCollection,find_all_matches,V DT NPL,find,0,0,4,V,cloned_repositories/panda3d.git/panda/src/pgraph/nodePathCollection.cxx,1638
NodePathCollection,find_all_matches,V DT NPL,all,1,1,4,DT,cloned_repositories/panda3d.git/panda/src/pgraph/nodePathCollection.cxx,1638
NodePathCollection,find_all_matches,V DT NPL,matches,2,2,4,NPL,cloned_repositories/panda3d.git/panda/src/pgraph/nodePathCollection.cxx,1638
void,hide_all_switches,V DT NPL,hide,0,0,4,V,cloned_repositories/panda3d.git/panda/src/pgraphnodes/lodNode.cxx,1639
void,hide_all_switches,V DT NPL,all,1,1,4,DT,cloned_repositories/panda3d.git/panda/src/pgraphnodes/lodNode.cxx,1639
void,hide_all_switches,V DT NPL,switches,2,2,4,NPL,cloned_repositories/panda3d.git/panda/src/pgraphnodes/lodNode.cxx,1639
int,spaces_every,NPL DT,spaces,0,0,5,NPL,cloned_repositories/panda3d.git/panda/src/putil/bitArray.cxx,1640
int,spaces_every,NPL DT,every,1,2,5,DT,cloned_repositories/panda3d.git/panda/src/putil/bitArray.cxx,1640
PyObject,this_class,DT N,this,0,0,5,DT,cloned_repositories/panda3d.git/panda/src/putil/typedWritable_ext.cxx,1641
PyObject,this_class,DT N,class,1,2,5,N,cloned_repositories/panda3d.git/panda/src/putil/typedWritable_ext.cxx,1641
int,whichButton,DT N,which,0,0,3,DT,cloned_repositories/panda3d.git/panda/src/windisplay/winGraphicsWindow.cxx,1642
int,whichButton,DT N,Button,1,2,3,N,cloned_repositories/panda3d.git/panda/src/windisplay/winGraphicsWindow.cxx,1642
int,_next_tex,DT N,next,0,0,1,DT,cloned_repositories/panda3d.git/pandatool/src/maxegg/maxEggLoader.cxx,1643
int,_next_tex,DT N,tex,1,2,1,N,cloned_repositories/panda3d.git/pandatool/src/maxegg/maxEggLoader.cxx,1643
bool,_any_diffuse,DT M,any,0,0,1,DT,cloned_repositories/panda3d.git/pandatool/src/maxegg/maxToEggConverter.h,1644
bool,_any_diffuse,DT M,diffuse,1,2,1,M,cloned_repositories/panda3d.git/pandatool/src/maxegg/maxToEggConverter.h,1644
void*,tag_all,V DT,tag,0,0,4,V,cloned_repositories/panda3d.git/pandatool/src/mayaegg/mayaNodeTree.cxx,1645
void*,tag_all,V DT,all,1,2,4,DT,cloned_repositories/panda3d.git/pandatool/src/mayaegg/mayaNodeTree.cxx,1645
bool,is_none_texture_swap,V VM NM V,is,0,0,4,V,cloned_repositories/panda3d.git/pandatool/src/palettizer/paletteGroup.cxx,1646
bool,is_none_texture_swap,V VM NM V,none,1,1,4,VM,cloned_repositories/panda3d.git/pandatool/src/palettizer/paletteGroup.cxx,1646
bool,is_none_texture_swap,V VM NM V,texture,2,1,4,NM,cloned_repositories/panda3d.git/pandatool/src/palettizer/paletteGroup.cxx,1646
bool,is_none_texture_swap,V VM NM V,swap,3,2,4,V,cloned_repositories/panda3d.git/pandatool/src/palettizer/paletteGroup.cxx,1646
void,place_all,V DT,place,0,0,4,V,cloned_repositories/panda3d.git/pandatool/src/palettizer/palettePage.cxx,1647
void,place_all,V DT,all,1,2,4,DT,cloned_repositories/panda3d.git/pandatool/src/palettizer/palettePage.cxx,1647
bool,copy_this_file,V DT N,copy,0,0,4,V,cloned_repositories/panda3d.git/pandatool/src/pandatoolbase/pathReplace.cxx,1648
bool,copy_this_file,V DT N,this,1,1,4,DT,cloned_repositories/panda3d.git/pandatool/src/pandatoolbase/pathReplace.cxx,1648
bool,copy_this_file,V DT N,file,2,2,4,N,cloned_repositories/panda3d.git/pandatool/src/pandatoolbase/pathReplace.cxx,1648
bool,check_last_arg,V DT N,check,0,0,4,V,cloned_repositories/panda3d.git/pandatool/src/progbase/withOutputFile.cxx,1649
bool,check_last_arg,V DT N,last,1,1,4,DT,cloned_repositories/panda3d.git/pandatool/src/progbase/withOutputFile.cxx,1649
bool,check_last_arg,V DT N,arg,2,2,4,N,cloned_repositories/panda3d.git/pandatool/src/progbase/withOutputFile.cxx,1649
string,nextProtos,DT NPL,next,0,0,5,DT,cloned_repositories/proxygen.git/proxygen/httpclient/samples/pricli/PriCli.cpp,1650
string,nextProtos,DT NPL,Protos,1,2,5,NPL,cloned_repositories/proxygen.git/proxygen/httpclient/samples/pricli/PriCli.cpp,1650
in6_addr,i6a,NM D N,i,0,0,3,NM,cloned_repositories/proxygen.git/proxygen/lib/dns/DNSResolver.cpp,1651
in6_addr,i6a,NM D N,6,1,1,3,D,cloned_repositories/proxygen.git/proxygen/lib/dns/DNSResolver.cpp,1651
in6_addr,i6a,NM D N,a,2,2,3,N,cloned_repositories/proxygen.git/proxygen/lib/dns/DNSResolver.cpp,1651
bool,noError,DT N,no,0,0,4,DT,cloned_repositories/proxygen.git/proxygen/lib/http/session/HQSession.cpp,1652
bool,noError,DT N,Error,1,2,4,N,cloned_repositories/proxygen.git/proxygen/lib/http/session/HQSession.cpp,1652
string,nextProtocol,DT N,next,0,0,5,DT,cloned_repositories/proxygen.git/proxygen/lib/http/session/HTTPDefaultSessionCodecFactory.cpp,1653
string,nextProtocol,DT N,Protocol,1,2,5,N,cloned_repositories/proxygen.git/proxygen/lib/http/session/HTTPDefaultSessionCodecFactory.cpp,1653
StreamID,lastStream,DT N,last,0,0,5,DT,cloned_repositories/proxygen.git/proxygen/lib/http/stats/HTTPCodecStatsFilter.cpp,1654
StreamID,lastStream,DT N,Stream,1,2,5,N,cloned_repositories/proxygen.git/proxygen/lib/http/stats/HTTPCodecStatsFilter.cpp,1654
CLIQUER_LARGE_INT*,sub_unweighted_all,N NM DT,sub,0,0,4,N,cloned_repositories/rigraph.git/src/core/cliques/cliquer/cliquer.c,1655
CLIQUER_LARGE_INT*,sub_unweighted_all,N NM DT,unweighted,1,1,4,NM,cloned_repositories/rigraph.git/src/core/cliques/cliquer/cliquer.c,1655
CLIQUER_LARGE_INT*,sub_unweighted_all,N NM DT,all,2,2,4,DT,cloned_repositories/rigraph.git/src/core/cliques/cliquer/cliquer.c,1655
int,igraph_i_sparsemat_which_min_cols_triplet,PRE PRE PRE DT NM NM N,i,0,0,4,PRE,cloned_repositories/rigraph.git/src/core/core/sparsemat.c,1656
int,igraph_i_sparsemat_which_min_cols_triplet,PRE PRE PRE DT NM NM N,graph,1,1,4,PRE,cloned_repositories/rigraph.git/src/core/core/sparsemat.c,1656
int,igraph_i_sparsemat_which_min_cols_triplet,PRE PRE PRE DT NM NM N,i,2,1,4,PRE,cloned_repositories/rigraph.git/src/core/core/sparsemat.c,1656
int,igraph_i_sparsemat_which_min_cols_triplet,PRE PRE PRE DT NM NM N,sparse,3,1,4,DT,cloned_repositories/rigraph.git/src/core/core/sparsemat.c,1656
int,igraph_i_sparsemat_which_min_cols_triplet,PRE PRE PRE DT NM NM N,mat,4,1,4,NM,cloned_repositories/rigraph.git/src/core/core/sparsemat.c,1656
int,igraph_i_sparsemat_which_min_cols_triplet,PRE PRE PRE DT NM NM N,which,5,1,4,NM,cloned_repositories/rigraph.git/src/core/core/sparsemat.c,1656
int,igraph_i_sparsemat_which_min_cols_triplet,PRE PRE PRE DT NM NM N,min,6,1,4,N,cloned_repositories/rigraph.git/src/core/core/sparsemat.c,1656
yy_state_type,yy_last_accepting_state,PRE DT NM N,yy,0,0,1,PRE,cloned_repositories/rigraph.git/src/core/io/dl-lexer.c,1657
yy_state_type,yy_last_accepting_state,PRE DT NM N,last,1,1,1,DT,cloned_repositories/rigraph.git/src/core/io/dl-lexer.c,1657
yy_state_type,yy_last_accepting_state,PRE DT NM N,accepting,2,1,1,NM,cloned_repositories/rigraph.git/src/core/io/dl-lexer.c,1657
yy_state_type,yy_last_accepting_state,PRE DT NM N,state,3,2,1,N,cloned_repositories/rigraph.git/src/core/io/dl-lexer.c,1657
int,no_of_groups,N P NPL,no,0,0,5,N,cloned_repositories/rigraph.git/src/core/scg/scg.c,1658
int,no_of_groups,N P NPL,of,1,1,5,P,cloned_repositories/rigraph.git/src/core/scg/scg.c,1658
int,no_of_groups,N P NPL,groups,2,2,5,NPL,cloned_repositories/rigraph.git/src/core/scg/scg.c,1658
int,recno,NM N,rec,0,0,1,NM,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/api/mps.c,1659
int,recno,NM N,no,1,2,1,N,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/api/mps.c,1659
bool,no_truncate,DT V,no,0,0,5,DT,cloned_repositories/s3fs-fuse.git/src/cache.cpp,1660
bool,no_truncate,DT V,truncate,1,2,5,V,cloned_repositories/s3fs-fuse.git/src/cache.cpp,1660
bool,is_all,V DT,is,0,0,5,V,cloned_repositories/s3fs-fuse.git/src/curl_multi.cpp,1661
bool,is_all,V DT,all,1,2,5,DT,cloned_repositories/s3fs-fuse.git/src/curl_multi.cpp,1661
string,strall,N DT,str,0,0,3,N,cloned_repositories/s3fs-fuse.git/src/fdcache_page.cpp,1662
string,strall,N DT,all,1,2,3,DT,cloned_repositories/s3fs-fuse.git/src/fdcache_page.cpp,1662
ostringstream,ssall,N DT,ss,0,0,3,N,cloned_repositories/s3fs-fuse.git/src/fdcache_page.cpp,1663
ostringstream,ssall,N DT,all,1,2,3,DT,cloned_repositories/s3fs-fuse.git/src/fdcache_page.cpp,1663
long,next_tag,DT N,next,0,0,3,DT,cloned_repositories/s3fs-fuse.git/src/fdcache_untreated.cpp,1664
long,next_tag,DT N,tag,1,2,3,N,cloned_repositories/s3fs-fuse.git/src/fdcache_untreated.cpp,1664
bool,lastpart,DT N,last,0,0,5,DT,cloned_repositories/s3fs-fuse.git/src/fdcache_untreated.cpp,1665
bool,lastpart,DT N,part,1,2,5,N,cloned_repositories/s3fs-fuse.git/src/fdcache_untreated.cpp,1665
AutoLock,auto_lock_no_wait,NM N DT V,auto,0,0,3,NM,cloned_repositories/s3fs-fuse.git/src/fdcache.cpp,1666
AutoLock,auto_lock_no_wait,NM N DT V,lock,1,1,3,N,cloned_repositories/s3fs-fuse.git/src/fdcache.cpp,1666
AutoLock,auto_lock_no_wait,NM N DT V,no,2,1,3,DT,cloned_repositories/s3fs-fuse.git/src/fdcache.cpp,1666
AutoLock,auto_lock_no_wait,NM N DT V,wait,3,2,3,V,cloned_repositories/s3fs-fuse.git/src/fdcache.cpp,1666
bool,add_noexist,V DT V,add,0,0,5,V,cloned_repositories/s3fs-fuse.git/src/metaheader.cpp,1667
bool,add_noexist,V DT V,no,1,1,5,DT,cloned_repositories/s3fs-fuse.git/src/metaheader.cpp,1667
bool,add_noexist,V DT V,exist,2,2,5,V,cloned_repositories/s3fs-fuse.git/src/metaheader.cpp,1667
timespec,ts_atime,NM NM NM N,t,0,0,3,NM,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,1668
timespec,ts_atime,NM NM NM N,s,1,1,3,NM,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,1668
timespec,ts_atime,NM NM NM N,a,2,1,3,NM,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,1668
timespec,ts_atime,NM NM NM N,time,3,2,3,N,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,1668
string,next_marker,DT N,next,0,0,3,DT,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,1669
string,next_marker,DT N,marker,1,2,3,N,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,1669
int*,rename_object_nocopy,V N DT V,rename,0,0,4,V,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,1670
int*,rename_object_nocopy,V N DT V,object,1,1,4,N,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,1670
int*,rename_object_nocopy,V N DT V,no,2,1,4,DT,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,1670
int*,rename_object_nocopy,V N DT V,copy,3,2,4,V,cloned_repositories/s3fs-fuse.git/src/s3fs.cpp,1670
AtomicLong,lastPersisterSuccess,DT NM N,last,0,0,5,DT,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/data/history/SingularityRequestHistoryPersister.java,1671
AtomicLong,lastPersisterSuccess,DT NM N,Persister,1,1,5,NM,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/data/history/SingularityRequestHistoryPersister.java,1671
AtomicLong,lastPersisterSuccess,DT NM N,Success,2,2,5,N,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/data/history/SingularityRequestHistoryPersister.java,1671
long,lastPendingTaskCache,DT NM NM N,last,0,0,1,DT,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/data/SingularityWebCache.java,1672
long,lastPendingTaskCache,DT NM NM N,Pending,1,1,1,NM,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/data/SingularityWebCache.java,1672
long,lastPendingTaskCache,DT NM NM N,Task,2,1,1,NM,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/data/SingularityWebCache.java,1672
long,lastPendingTaskCache,DT NM NM N,Cache,3,2,1,N,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/data/SingularityWebCache.java,1672
AtomicLong,lastHeartbeatTime,DT NM N,last,0,0,5,DT,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/data/StateManager.java,1673
AtomicLong,lastHeartbeatTime,DT NM N,Heartbeat,1,1,5,NM,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/data/StateManager.java,1673
AtomicLong,lastHeartbeatTime,DT NM N,Time,2,2,5,N,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/data/StateManager.java,1673
TaskStatus,nextInMemory,DT P N,next,0,0,4,DT,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/mesos/StatusUpdateQueue.java,1674
