SPLIT_IDENTIFIER,WORD,NORMALIZED_POSITION,MAXPOSITION,CONTEXT_NUMBER,LANGUAGE,LAST_LETTER,NLTK_POS,VERB_SCORE,DET_SCORE,PREP_SCORE,ENGLISHV_SCORE,ENGLISHPRE_SCORE,POSITION_RATIO,ENGLISHN_SCORE,METHODV_SCORE,CONJ_SCORE,PREPOSITION,DETERMINER,CONTAINSDIGIT,CONTAINSCLOSEDSET,HTTP_POS
m for What,what,2,3,1,1,116,22,0.3782000839710235,0.5679670572280884,0.2982803285121918,0.1613502502441406,0.0308322925120592,0.6666666666666666,0.1423928886651992,0.1961105018854141,0.5679670572280884,0,1,False,False,"m|N,for|NM,What|P"
rot axis,rot,0,2,5,1,116,3,0.291470855474472,0.231705829501152,0.1284501701593399,0.0243903379887342,0.1270520687103271,0.0,0.0923501029610633,0.1435035765171051,0.231705829501152,0,0,False,False,"rot|NM,axis|N"
DOT Generator,generator,2,2,2,0,114,3,0.1444355696439743,0.1162533611059188,0.1055055633187294,0.0945946276187896,0.121979147195816,0.5,0.1215608641505241,0.1869595199823379,0.1162533611059188,0,0,False,False,"DOT|NM,Generator|N"
setup Bounding Box Vertices,setup,0,4,4,1,112,3,0.193399116396904,0.1927127838134765,0.1880884915590286,0.0854139328002929,0.047202993184328,0.0,0.1010476499795913,-0.1414912194013595,0.1927127838134765,0,0,False,False,"setup|PRE,Bounding|NM,Box|NM,Vertices|NPL"
f Ptr Out,f,0,3,3,1,102,3,0.1583602428436279,0.1477995216846466,0.161123976111412,0.3672443330287933,0.7079638838768005,0.0,0.4152646958827972,-0.1890844851732254,0.1477995216846466,0,0,False,False,"f|N,Ptr|NM,Out|P"
l b layer,b,1,3,5,2,98,3,0.1435672640800476,0.1785472333431244,0.2105245888233184,0.2672847509384155,0.7301797270774841,0.3333333333333333,0.3194577693939209,-0.0707175284624099,0.1785472333431244,0,0,False,False,"l|NM,b|NM,layer|N"
to Register,register,2,2,5,0,114,3,0.378303974866867,0.1945258527994156,0.1920638084411621,0.0410768836736679,0.1006435751914978,0.5,-0.0055912812240421,-0.0974179953336715,0.1945258527994156,0,0,False,False,"to|NM,Register|N"
limit 0 Query,query,2,3,3,0,121,3,0.2160504311323166,0.1101485937833786,0.051622774451971,0.2397105991840362,0.1035129129886627,0.6666666666666666,0.1927602440118789,-0.0268134623765945,0.1101485937833786,0,0,True,False,"limit|NM,0|D,Query|N"
more Generators,more,0,2,5,1,101,17,0.2590310871601105,0.3895878791809082,0.3475374281406402,0.0621470920741558,0.0893357098102569,0.0,-0.0315776616334915,0.1520256698131561,0.3895878791809082,0,1,False,False,"more|NM,Generators|NPL"
total Merge Throttled Time,throttled,1,4,1,1,100,7,0.1609492301940918,0.1580718010663986,0.204522043466568,0.0002874063211493,0.0848597660660743,0.5,-0.008229455910623,0.0,0.1580718010663986,0,0,False,False,"total|NM,Merge|NM,Throttled|NM,Time|N"
this Object,this,0,2,5,0,115,8,0.3106686174869537,0.4151534736156463,0.3483555912971496,0.1283646821975708,0.0362740345299243,0.0,0.1411798447370529,0.2224004417657852,0.4151534736156463,0,1,False,False,"this|P,Object|N"
Get Related View Data Row Double,view,1,6,4,0,119,3,0.3194772005081177,0.2232991158962249,0.2768135964870453,0.010462780483067,0.0335873700678348,0.3333333333333333,0.0597618110477924,-0.0073365680873394,0.2232991158962249,0,0,False,False,"Get|V,Related|NM,View|NM,Data|NM,Row|NM,Double|N"
last Answered Request ID,last,0,4,1,0,116,0,0.2088235765695572,0.3696759343147278,0.4133140444755554,-0.0072740470059216,-0.017220439389348,0.0,-0.004559498745948,-0.0588632859289646,0.3696759343147278,0,1,False,False,"last|NM,Answered|NM,Request|NM,ID|N"
all Open Files String,string,2,4,4,0,103,3,0.1982364803552627,0.1472672522068023,0.1822326183319091,0.0644094571471214,0.091351069509983,0.75,0.0487691946327686,0.0289298929274082,0.1472672522068023,0,0,False,False,"all|DT,Open|DT,Files|NM,String|N"
http2 Error Code,error,1,3,5,0,114,3,0.1238543838262558,0.1056121587753295,0.0728753954172134,0.0953547284007072,0.1120884045958519,0.3333333333333333,0.0781196653842926,-0.1177765727043151,0.1056121587753295,0,0,False,False,"http|NM,2|D,Error|NM,Code|N"
Get XCR 0,0,2,3,4,0,48,2,0.090029127895832,0.0291432086378335,0.1935517191886901,0.0284538231790065,0.3763850331306457,0.6666666666666666,0.0455162860453128,0.0,0.0291432086378335,0,0,True,False,"Get|V,XCR|N,0|D"
if Condition,if,0,2,3,0,102,6,0.4507812559604645,0.7985743880271912,0.4129048585891723,0.1638399064540863,0.0963532105088234,0.0,0.1203984916210174,0.2157370448112487,0.7985743880271912,0,0,False,False,"if|NM,Condition|N"
png read IDAT data,read,1,4,4,1,100,3,0.3588268458843231,0.2002473920583725,0.1367020905017852,0.1914493590593338,0.1795713007450103,0.25,0.1501982361078262,-0.192767322063446,0.2002473920583725,0,0,False,False,"png|VM,read|N,ID|NM,AT|NM,data|NPL"
byte Src,byte,0,2,3,1,101,3,0.1023299694061279,0.0685275346040725,0.0722525268793106,0.1981614381074905,0.3422082960605621,0.0,0.2124200016260147,0.3337609767913818,0.0685275346040725,0,0,False,False,"byte|NM,Src|N"
s Gby,gby,2,2,3,0,121,3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,False,False,"s|N,G|NM,by|P"
merge chunks by bucket size,bucket,1,5,4,1,116,3,0.1673304885625839,0.1434745788574218,0.1520896553993225,0.109022669494152,0.0900395214557647,0.6,0.1260482668876648,0.1580377966165542,0.1434745788574218,0,0,False,False,"merge|V,chunks|NPL,by|P,bucket|NM,size|N"
raw nor,raw,0,2,3,2,119,3,0.1694021075963974,0.1957740783691406,0.1827307343482971,0.0302657503634691,0.1374856382608413,0.0,0.1075733080506324,0.0893672108650207,0.1957740783691406,0,0,False,True,"raw|NM,nor|N"
to Delete,delete,2,2,4,0,101,3,0.3589677214622497,0.1967704892158508,0.1273877769708633,0.2329732924699783,0.1696390211582183,0.5,0.1669582426548004,-0.1776967197656631,0.1967704892158508,0,0,False,False,"to|P,Delete|N"
time from last punch,time,0,4,1,1,101,3,0.2859843671321869,0.4585520327091217,0.3268637359142303,0.1004811152815818,-0.0024434218648821,0.0,0.0849505364894867,0.0666091591119766,0.4585520327091217,0,0,False,False,"time|N,from|P,last|NM,punch|N"
all Store,all,0,2,1,0,108,8,0.3551322817802429,0.4919635355472564,0.4235346615314483,0.0588802136480808,0.1196774318814277,0.0,-0.0082694580778479,-0.0115211270749568,0.4919635355472564,0,1,False,False,"all|DT,Store|N"
if Condition,condition,2,2,3,0,110,3,0.1891737431287765,0.219540536403656,0.1657566875219345,0.0521391034126281,0.0528173558413982,0.5,0.1011316403746604,0.0796718075871467,0.219540536403656,0,0,False,False,"if|NM,Condition|N"
on Thread Is Alive,is,1,4,4,1,115,12,0.2367606312036514,0.2782218158245086,0.250957190990448,0.0986509397625923,0.0834472924470901,0.5,0.1510205417871475,0.0595334731042385,0.2782218158245086,0,0,False,False,"on|P,Thread|NM,Is|NM,Alive|N"
order With,order,0,2,4,1,114,3,0.2324691265821457,0.2816374003887176,0.2261573672294616,0.1095714941620826,0.1080392301082611,0.0,0.038612525910139,0.0082343481481075,0.2816374003887176,0,0,False,False,"order|V,With|P"
Task Impl,task,0,2,2,0,107,3,0.2312098443508148,0.1827821582555771,0.103443905711174,0.0524678900837898,-0.1010659486055374,0.0,0.027273841202259,0.1407081037759781,0.1827821582555771,0,0,False,False,"Task|NM,Impl|N"
Combine Paint Mask To Canvas Buffer To Paint Buf Alpha,paint,1,10,2,1,116,3,0.2653922736644745,0.1738616377115249,0.1393060535192489,0.06443802267313,0.0182325188070535,0.1,0.0660466328263282,0.0350207425653934,0.1738616377115249,0,0,False,False,"Combine|NM,Paint|NM,Mask|NM,To|P,Canvas|NM,Buffer|NM,To|P,Paint|NM,Buf|NM,Alpha|N"
m weaver,m,0,2,1,2,109,3,0.1143899485468864,0.0754066482186317,0.117298424243927,0.1478965580463409,0.5780587792396545,0.0,0.1687702536582946,-0.1699012070894241,0.0754066482186317,0,0,False,False,"m|PRE,weaver|N"
down sample,down,0,2,5,2,110,5,0.269171267747879,0.3106589317321777,0.5554758310317993,-0.0355196557939052,0.0881348997354507,0.0,0.0001688275078777,0.0770862996578216,0.3106589317321777,1,0,False,False,"down|V,sample|N"
push Reset Later,push,0,3,4,0,104,3,0.5352710485458374,0.2400055080652237,0.2293294817209243,0.0044651702046394,0.0532235577702522,0.0,-0.0221580732613801,-0.0099526718258857,0.2400055080652237,0,0,False,False,"push|V,Reset|NM,Later|N"
next Search,search,2,2,3,0,104,3,0.2379637509584427,0.1516826003789901,0.1513840109109878,0.1899140626192093,0.0141012519598007,0.5,0.1281593739986419,-0.0277920104563236,0.1516826003789901,0,0,False,False,"next|NM,Search|N"
only pool,pool,2,2,5,1,108,3,0.1850894093513488,0.179129421710968,0.1834256500005722,0.0086711859330534,0.0737297609448432,0.5,0.045729711651802,0.2657750248908996,0.179129421710968,0,0,False,False,"only|NM,pool|N"
or Filter At Index,or,0,4,4,0,114,11,0.3126280903816223,0.4935912489891052,0.4473789930343628,0.177391231060028,0.2746308743953705,0.0,0.2033328115940094,-0.1021809428930282,0.4935912489891052,0,0,False,False,"or|V,Filter|N,At|P,Index|N"
Ko Path Point Remove Command Private,private,2,6,2,1,101,0,0.2250023186206817,0.2317527830600738,0.2282539159059524,0.002203264972195,0.0140563994646072,0.8333333333333334,0.005798993166536,0.3734574317932129,0.2317527830600738,0,0,False,False,"Ko|NM,Path|NM,Point|NM,Remove|NM,Command|NM,Private|N"
Layout Data,data,2,2,2,1,97,1,0.126046746969223,0.0887855365872383,0.0893825367093086,0.0250028949230909,0.0878322944045066,0.5,0.0079581020399928,0.0304912701249122,0.0887855365872383,0,0,False,False,"Layout|NM,Data|N"
data Sv 4,data,0,3,5,0,97,1,0.126046746969223,0.0887855365872383,0.0893825367093086,0.0250028949230909,0.0878322944045066,0.0,0.0079581020399928,0.0304912701249122,0.0887855365872383,0,0,True,False,"data|NM,Sv|NM,4|D"
q 0 h,h,2,3,3,1,104,3,0.1412795633077621,0.1239029094576835,0.171340063214302,0.2583774924278259,0.7593372464179993,0.6666666666666666,0.346992552280426,0.0055764876306056,0.1239029094576835,0,0,True,False,"q|NM,0|D,h|N"
f Context Length,context,1,3,1,2,116,3,0.2404008656740188,0.2591305077075958,0.1804228574037552,0.281744122505188,0.1202005222439765,0.3333333333333333,0.2518109083175659,0.0194306559860706,0.2591305077075958,0,0,False,False,"f|NM,Context|NM,Length|N"
btn down for dig,for,1,4,1,1,114,6,0.3402898013591766,0.4617387652397156,0.5728485584259033,0.0100090838968753,0.1170183718204498,0.5,0.0276452172547578,0.176849752664566,0.4617387652397156,1,0,False,False,"btn|NM,down|NM,for|NM,dig|N"
check T,check,0,2,4,0,107,3,0.3303214013576507,0.2014879733324051,0.2047332227230072,-0.0307611767202615,0.131288394331932,0.0,-0.0573510341346263,-0.1016933321952819,0.2014879733324051,0,0,False,False,"check|V,T|N"
is Node A Left Child Leaf,child,1,6,3,1,100,3,0.1839347034692764,0.2054942101240158,0.1353072226047516,0.0999478921294212,0.0449313931167125,0.6666666666666666,0.1065873280167579,0.1634553372859954,0.2054942101240158,0,0,False,False,"is|V,Node|NM,A|NM,Left|NM,Child|NM,Leaf|N"
utf8 size,size,2,2,5,1,101,3,0.2347574383020401,0.1952195167541504,0.2151766866445541,0.0165922418236732,0.1286547929048538,0.5,0.1046064421534538,-0.0524435378611087,0.1952195167541504,0,0,False,False,"utf8|NM,size|N"
max Draw Buffers,max,0,3,4,1,120,3,0.2250428646802902,0.1745602637529373,0.1836256384849548,0.1601660251617431,0.4354124963283539,0.0,0.1752053201198578,0.0163458175957202,0.1745602637529373,0,0,False,False,"max|NM,Draw|NM,Buffers|NPL"
m perspective bias 1 vertex,bias,1,5,1,1,115,3,0.1765875667333603,0.1611909419298172,0.0927316546440124,0.052859604358673,0.1030150800943374,0.4,0.0884914770722389,0.2679288983345032,0.1611909419298172,0,0,True,False,"m|PRE,perspective|NM,bias|NM,1|D,vertex|N"
on Execute Program,on,0,3,4,1,110,6,0.2464825063943863,0.372837483882904,0.5954550504684448,-0.0001800284371711,0.0506866425275802,0.0,-0.0200827289372682,-0.0151157872751355,0.372837483882904,1,0,False,False,"on|P,Execute|NM,Program|N"
from Iterator,from,0,2,2,0,109,6,0.198530912399292,0.3632298111915588,0.5480725169181824,-0.0356383360922336,0.0728794783353805,0.0,-0.0054605570621788,0.0369082018733024,0.3632298111915588,1,0,False,False,"from|P,Iterator|N"
g curand availability logged,availability,1,4,3,1,121,3,0.1715765446424484,0.1539828032255172,0.1693413704633712,-0.0282222460955381,0.1474665254354477,0.5,0.0259343665093183,0.4244153797626495,0.1539828032255172,0,0,False,False,"g|NM,cur|NM,and|CJ,availability|NM,logged|V"
sqlite3 Put 4 byte,4,1,4,4,2,52,2,0.1046565398573875,0.0974042192101478,0.2239138782024383,-0.0005188549985177,0.294838398694992,0.5,-0.0163627099245786,0.0,0.0974042192101478,0,0,True,False,"sqlite|NM,3|P,Put|NM,4|P,byte|N"
this bucket,bucket,2,2,3,2,116,3,0.1673304885625839,0.1434745788574218,0.1520896553993225,0.109022669494152,0.0900395214557647,0.5,0.1260482668876648,0.1580377966165542,0.1434745788574218,0,0,False,False,"this|P,bucket|N"
Im 2 col Layer,im,0,4,2,1,109,3,0.1052389219403266,0.1247638463973999,0.0906141921877861,0.2010087519884109,0.5848464369773865,0.0,0.1549068242311477,0.0529081746935844,0.1247638463973999,0,0,True,False,"Im|DT,2|DT,col|DT,Layer|N"
ovs db transient datum from json,datum,1,6,4,2,109,3,0.0581759437918663,0.1237831935286521,0.0982096418738365,0.2941444218158722,0.309706300497055,0.5,0.2761848568916321,0.0,0.1237831935286521,0,0,False,False,"ovs|V,db|NM,transient|NM,datum|N,from|P,json|N"
verification Strategy,strategy,2,2,1,2,121,3,0.1834023594856262,0.1433235704898834,0.1007478907704353,0.1401866376399994,0.040922462940216,0.5,0.10405233502388,0.369367241859436,0.1433235704898834,0,0,False,False,"verification|NM,Strategy|N"
times To Append Last Matcher,to,1,5,5,0,111,9,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0361546128988266,0.0,1,0,False,False,"times|NPL,To|P,Append|NM,Last|NM,Matcher|N"
Ko Path Point Remove Command Private,remove,1,6,2,1,101,10,0.4710464477539062,0.18706776201725,0.2805245220661163,0.0511842928826808,0.0661123469471931,0.5,0.0700394362211227,-0.2451205402612686,0.18706776201725,0,0,False,False,"Ko|NM,Path|NM,Point|NM,Remove|NM,Command|NM,Private|N"
Stroke Attribute alpha get,get,2,4,4,2,116,10,0.5725187063217163,0.4349799156188965,0.3191798627376556,0.0436071753501892,0.0867886617779731,0.75,0.010661625303328,-0.2550778687000274,0.4349799156188965,0,0,False,False,"Stroke|NM,Attribute|NM,alpha|NM,get|N"
zoom x y,y,2,3,5,2,121,3,0.1139247640967369,0.1030836999416351,0.1469092816114425,0.3136080503463745,0.6661604046821594,0.6666666666666666,0.3508769869804382,0.0231297072023153,0.1030836999416351,0,0,False,False,"zoom|NM,x|NM,y|N"
Net State Rule Default Type Internal,rule,1,6,2,1,101,3,0.3098038136959076,0.2531350255012512,0.1635956168174743,0.1007217615842819,0.0550025701522827,0.3333333333333333,0.1793753802776336,0.1435152441263198,0.2531350255012512,0,0,False,False,"Net|NM,State|NM,Rule|NM,Default|NM,Type|NM,Internal|NM"
next config,config,2,2,1,2,103,3,0.1103250309824943,0.0848078578710556,0.0600039847195148,0.2629575431346893,0.3543384373188019,0.5,0.2334823906421661,-0.0558472350239753,0.0848078578710556,0,0,False,False,"next|NM,config|N"
look and feel Label,label,2,4,1,0,108,3,0.1515109986066818,0.1316419839859008,0.063081294298172,0.1066837161779403,0.1161170527338981,0.75,0.161838099360466,0.0123793445527553,0.1316419839859008,0,0,False,False,"look|NM,and|CJ,feel|NM,Label|N"
build Context,build,0,2,5,0,100,3,0.4859788417816162,0.1519802510738372,0.1960088461637497,-0.0001558998628752,0.0100487628951668,0.0,0.0236725211143493,-0.1143644601106643,0.1519802510738372,0,0,False,False,"build|NM,Context|N"
rgb 2,2,2,2,3,0,50,2,0.1063688024878501,0.117492489516735,0.2279904335737228,0.0115420743823051,0.3298133611679077,0.5,-0.0142195243388414,0.0,0.117492489516735,0,0,True,False,"rgb|NM,2|D"
last Idx,idx,2,2,1,0,120,3,0.1724656671285629,0.06768499314785,0.117308609187603,0.2858828008174896,0.5959564447402954,0.5,0.3069826662540436,0.3268316686153412,0.06768499314785,0,0,False,False,"last|NM,Idx|N"
after Join Send History,history,2,4,4,0,121,3,0.1813576966524124,0.2076723724603653,0.2020994275808334,0.1520636081695556,0.0268349479883909,0.75,0.1170933842658996,0.1510497480630874,0.2076723724603653,0,0,False,False,"after|P,Join|NM,Send|N,History|N"
mock Creation Settings,mock,0,3,5,0,107,3,0.2390433251857757,0.1566278040409088,0.1951735913753509,0.0739675611257553,0.0380930192768573,0.0,0.1032181829214096,0.2279720455408096,0.1566278040409088,0,0,False,False,"mock|NM,Creation|NM,Settings|NPL"
Deconvolution 3D,deconvolution,0,2,2,0,110,3,0.1100092530250549,0.0436131991446018,0.0993833988904953,0.1553247720003128,0.2611652612686157,0.0,0.1877319514751434,0.0,0.0436131991446018,0,0,False,False,"Dec|NM,on|P,volution|NM,3D|N"
ccv nnc tensor for while count,count,2,6,4,2,116,3,0.3286092877388,0.2430586218833923,0.2119393646717071,0.0462202243506908,0.0875705927610397,0.8333333333333334,0.0830824449658393,0.0007998049259185,0.2430586218833923,0,0,False,False,"ccv|V,nnc|NM,tensor|N,for|P,while|P,count|N"
Bridged Value Fun Arg,fun,1,4,5,1,110,3,0.2413102835416793,0.1710850745439529,0.1164970695972442,0.1153161525726318,0.1091943830251693,0.5,0.0878522247076034,-0.0227136835455894,0.1710850745439529,0,0,False,False,"Bridged|NM,Value|NM,Fun|NM,Arg|N"
like Filter,like,0,2,5,1,101,6,0.3889836072921753,0.4564052522182464,0.4241268038749695,0.1263939589262008,0.1457342207431793,0.0,0.1421310156583786,-0.0548248663544654,0.4564052522182464,1,0,False,False,"like|NM,Filter|N"
stream for,stream,0,2,4,1,109,3,0.21136075258255,0.1627828180789947,0.2153505682945251,0.134898155927658,0.128929778933525,0.0,0.1015158742666244,0.1009731590747833,0.1627828180789947,0,0,False,True,"stream|NM,for|P"
set Canonical Mention Begin,canonical,1,4,4,0,108,0,0.124404676258564,0.1328017562627792,0.0677603781223297,0.2145287692546844,0.1402429491281509,0.25,0.2264131009578704,0.3098555207252502,0.1328017562627792,0,0,False,False,"set|V,Canonical|NM,Mention|NM,Begin|N"
provided Schema,provided,0,2,1,0,100,7,0.1981938481330871,0.1954523026943206,0.217066541314125,-0.0584033913910388,0.0262463260442018,0.0,-0.0467887483537197,0.0,0.1954523026943206,0,0,False,False,"provided|NM,Schema|N"
table Metadata V 4,table,0,4,3,0,101,3,0.1872509121894836,0.1701237559318542,0.2392215579748153,0.0310319457203149,0.0513993129134178,0.0,0.0872235223650932,0.013195214793086,0.1701237559318542,0,0,True,False,"table|NM,Metadata|NM,V|DT,4|D"
Clause Matrix,matrix,2,2,2,1,120,3,0.1404480338096618,0.1317963451147079,0.1538555175065994,0.1860577017068863,0.2640032470226288,0.5,0.2342625707387924,0.2328950017690658,0.1317963451147079,0,0,False,False,"Clause|NM,Matrix|N"
Refutable Pattern Initialization,initialization,2,3,2,1,110,3,0.1404163241386413,0.0712569802999496,0.0770592018961906,0.2081570029258728,0.2704929411411285,0.6666666666666666,0.2038325816392898,0.0753248706459999,0.0712569802999496,0,0,False,False,"Refutable|NM,Pattern|NM,Initialization|N"
H pack,pack,2,2,2,0,107,3,0.2429561913013458,0.1814879328012466,0.2319605052471161,0.0733781903982162,0.1119428500533104,0.5,0.0696011781692504,0.020688721910119,0.1814879328012466,0,0,False,False,"H|NM,pack|N"
Layout Data,layout,0,2,2,1,116,3,0.1519959867000579,0.0883216261863708,0.1265636831521988,0.0955845266580581,0.1144753620028495,0.0,0.0891588255763053,0.0010083690285682,0.0883216261863708,0,0,False,False,"Layout|NM,Data|N"
RS Stencil Operation,stencil,1,3,2,1,108,3,0.1312138140201568,0.041678637266159,0.0335010848939418,0.1880796104669571,0.1704065948724746,0.3333333333333333,0.2233079522848129,0.4022362828254699,0.041678637266159,0,0,False,False,"RS|NM,Stencil|NM,Operation|N"
only Done,done,2,2,1,0,101,7,0.3095163404941559,0.3088308572769165,0.200251042842865,0.0350257381796836,-0.0126319015398621,0.5,0.0481579415500164,-0.041331872344017,0.3088308572769165,0,0,False,False,"only|NM,Done|N"
times To Append Last Matcher,times,0,5,5,0,115,1,0.1860590130090713,0.3907214403152466,0.3515697121620178,0.043671328574419,0.1064435765147209,0.0,0.0917972698807716,0.1484623402357101,0.3907214403152466,0,0,False,False,"times|NPL,To|P,Append|NM,Last|NM,Matcher|N"
Voronoi Fracture Demo,demo,2,3,2,1,111,3,0.1357670426368713,0.1270191073417663,0.1325302869081497,0.0653679519891738,0.1654992997646331,0.6666666666666666,0.013107088394463,0.0512183830142021,0.1270191073417663,0,0,False,False,"Voronoi|NM,Fracture|NM,Demo|N"
Destroy Usr 1 Handler,usr,1,4,4,1,114,3,0.14411461353302,0.1031296551227569,0.0896134972572326,0.2437043040990829,0.4685243666172027,0.25,0.2420034557580948,0.0,0.1031296551227569,0,0,True,False,"Destroy|V,Usr|NM,1|P,Handler|N"
y pixels per unit,y,0,4,1,2,121,3,0.1139247640967369,0.1030836999416351,0.1469092816114425,0.3136080503463745,0.6661604046821594,0.0,0.3508769869804382,0.0231297072023153,0.1030836999416351,0,0,False,False,"y|NM,pixels|NM,per|P,unit|N"
size on first use,on,1,4,5,2,110,6,0.2464825063943863,0.372837483882904,0.5954550504684448,-0.0001800284371711,0.0506866425275802,0.25,-0.0200827289372682,-0.0151157872751355,0.372837483882904,1,0,False,False,"size|V,on|P,first|NM,use|N"
mtx,mtx,0,1,1,2,120,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False,mtx|N
Compiler Item,item,2,2,2,1,109,3,0.13469098508358,0.1849028915166854,0.1246400997042656,0.2117034494876861,0.14085453748703,0.5,0.2194003611803054,0.0635701119899749,0.1849028915166854,0,0,False,False,"Compiler|NM,Item|N"
nonce length,nonce,0,2,1,0,101,3,0.1643316000699997,0.2394056022167205,0.1590472012758255,0.3892678916454315,0.2924167811870575,0.0,0.348048448562622,0.2670708894729614,0.2394056022167205,0,0,False,False,"nonce|NM,length|N"
cache Entity,cache,0,2,3,0,101,3,0.1079399362206459,0.0975870713591575,0.0796873271465301,0.0839967653155326,0.1112200543284416,0.0,0.0717800036072731,0.0399841926991939,0.0975870713591575,0,0,False,False,"cache|NM,Entity|N"
as binary,as,0,2,1,2,115,6,0.2664979994297027,0.5399394631385803,0.459257036447525,0.1785982251167297,0.0765706524252891,0.0,0.1973744630813598,0.065761387348175,0.5399394631385803,1,0,False,False,"as|P,binary|N"
only if existing,if,1,3,5,2,102,6,0.4507812559604645,0.7985743880271912,0.4129048585891723,0.1638399064540863,0.0963532105088234,0.3333333333333333,0.1203984916210174,0.2157370448112487,0.7985743880271912,0,0,False,False,"only|NM,if|P,existing|N"
stream for,for,2,2,4,1,114,6,0.3402898013591766,0.4617387652397156,0.5728485584259033,0.0100090838968753,0.1170183718204498,0.5,0.0276452172547578,0.176849752664566,0.4617387652397156,1,0,False,True,"stream|NM,for|P"
is Valid Trailing Closure,closure,2,4,4,1,101,3,0.1674344688653946,0.0754756480455398,0.1133848428726196,0.0050687491893768,0.0330942384898662,0.75,0.0099302753806114,0.1100590229034423,0.0754756480455398,0,0,False,False,"is|V,Valid|NM,Trailing|NM,Closure|N"
c receive only,receive,1,3,1,2,101,3,0.4121667146682739,0.1836457103490829,0.1860555410385131,-0.0612120293080806,0.0254472773522138,0.3333333333333333,-0.029906902462244,-0.0585572347044944,0.1836457103490829,0,0,False,True,"c|N,receive|NM,only|VM"
T 1 Prepare Mun map Code,mun,1,6,4,1,110,3,0.0486445985734462,-0.0496024563908577,-0.040091086179018,0.2606715857982635,0.3892168998718261,0.5,0.2385400831699371,0.0,-0.0496024563908577,0,0,True,False,"T|NM,1|P,Prepare|NM,Mun|NM,map|NM,Code|N"
to Hash Field Exp,exp,2,4,3,0,112,3,0.1516939103603363,0.0238485671579837,0.0913153365254402,0.1404095292091369,0.4943271279335022,0.75,0.1890296936035156,0.1055493652820587,0.0238485671579837,0,0,False,False,"to|N,Hash|NM,Field|NM,Exp|N"
GEN SUBJ,subj,2,2,1,2,106,3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,False,False,"GEN|NM,SUBJ|N"
add custom variable to service,add,0,5,4,2,100,10,0.5016654133796692,0.1887353062629699,0.2779109477996826,0.0491209104657173,0.1125898286700248,0.0,0.062372863292694,-0.1343463957309723,0.1887353062629699,0,0,False,False,"add|V,custom|NM,variable|N,to|P,service|N"
DEVELOPMENT,development,0,1,1,2,116,3,0.1768813878297805,0.0514625459909439,0.1072584316134452,-0.038004208356142,0.0754914209246635,0.0,-0.0238503813743591,0.4610938131809234,0.0514625459909439,0,0,False,False,DEVELOPMENT|N
in Size,in,0,2,3,2,110,6,0.2683225274085998,0.4491936564445495,0.6486442685127258,0.0024078781716525,0.0506594330072402,0.0,0.0282606501132249,0.0142240058630704,0.4491936564445495,1,0,False,False,"in|N,Size|N"
Cluster Update Settings Response,response,2,4,2,0,101,3,0.2159412056207656,0.1755801439285278,0.1795504838228225,0.0388268567621707,0.0343659594655036,0.75,0.023160308599472,0.1248528882861137,0.1755801439285278,0,0,False,False,"Cluster|NM,Update|NM,Settings|NM,Response|N"
Globals As Members Table Reader Info,members,1,6,2,1,115,1,0.1049463674426078,0.1308531165122985,0.1308418661355972,0.016978258267045,-0.0340155139565467,0.3333333333333333,-0.0175893735140562,0.0381514243781566,0.1308531165122985,0,0,False,False,"Globals|NPL,As|P,Members|NM,Table|NM,Reader|NM,Info|N"
thread B to A,to,1,4,1,0,111,9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0361546128988266,0.0,1,0,False,False,"thread|N,B|NM,to|NM,A|N"
cb service in host group each host,each,1,7,4,2,104,8,0.2037737965583801,0.3277014493942261,0.3740190863609314,0.079978160560131,0.100510835647583,0.7142857142857143,0.0657198131084442,0.0639116466045379,0.3277014493942261,0,1,False,False,"cb|V,service|N,in|P,host|NM,group|NM,each|DT,host|N"
time for each line,each,1,4,1,2,104,8,0.2037737965583801,0.3277014493942261,0.3740190863609314,0.079978160560131,0.100510835647583,0.5,0.0657198131084442,0.0639116466045379,0.3277014493942261,0,1,False,False,"time|N,for|P,each|DT,line|N"
colored Count,colored,0,2,1,2,100,7,0.1937614381313324,0.1467542052268982,0.1851491928100586,0.0960607156157493,0.1733371168375015,0.0,0.1755744814872741,0.0,0.1467542052268982,0,0,False,False,"colored|NM,Count|N"
handle Pos,pos,2,2,5,1,115,3,0.1232887059450149,0.0772973820567131,0.1098010540008544,0.2017530798912048,0.5073269605636597,0.5,0.252712070941925,0.0773548185825347,0.0772973820567131,0,0,False,False,"handle|NM,Pos|N"
im out shape,im,0,3,1,2,109,3,0.1052389219403266,0.1247638463973999,0.0906141921877861,0.2010087519884109,0.5848464369773865,0.0,0.1549068242311477,0.0529081746935844,0.1247638463973999,0,0,False,False,"im|N,out|NM,shape|N"
as Function,as,0,2,1,0,115,6,0.2664979994297027,0.5399394631385803,0.459257036447525,0.1785982251167297,0.0765706524252891,0.0,0.1973744630813598,0.065761387348175,0.5399394631385803,1,0,False,False,"as|P,Function|N"
