TYPE,NAME,CONTEXT,LANGUAGE,FILE,LINE_NUMBER,SPLIT_IDENTIFIER,GRAMMAR_PATTERN
Object,network Security Policy,DECLARATION,Java,{'okhttp.srcml.xml_identifiers'},,network Security Policy,NM NM N
gint,new image height,DECLARATION,C,{'gimp.srcml.xml_identifiers'},,new image height,NM NM N
int,new order,DECLARATION,C,{'blender.srcml.xml_identifiers'},,new order,NM N
String,new Rule Text,DECLARATION,Java,{'antlr4.srcml.xml_identifiers'},,new Rule Text,NM NM N
SILType,new Sil Type,DECLARATION,C++,{'swift.srcml.xml_identifiers'},,new Sil Type,NM NM N
long,new Warning Header Size,DECLARATION,Java,{'elasticsearch.srcml.xml_identifiers'},,new Warning Header Size,NM NM NM N
QRegularExpression,next Fragment Expression,DECLARATION,C++,{'kdevelop.srcml.xml_identifiers'},,next Fragment Expression,NM NM N
byte[],next Search,DECLARATION,Java,{'elasticsearch.srcml.xml_identifiers'},,next Search,NM N
CSGNoiseSource,noise 1,DECLARATION,C++,{'ogre.srcml.xml_identifiers'},,noise 1,N D
JsonArrayBuilder,non Greedy States Builder,DECLARATION,Java,{'antlr4.srcml.xml_identifiers'},,non Greedy States Builder,NM NM NM N
sizet,num metadata,DECLARATION,C++,{'grpc.srcml.xml_identifiers'},,num metadata,NM N
sizet,num primes,DECLARATION,C,{'Telegram.srcml.xml_identifiers'},,num primes,NM NPL
int,num States,DECLARATION,Java,{'corenlp.srcml.xml_identifiers'},,num States,NM NPL
int16t,num Vec Per Segment,DECLARATION,C,{'Telegram.srcml.xml_identifiers'},,num Vec Per Segment,NM N P N
int,num Verts In A,DECLARATION,C,{'bullet3.srcml.xml_identifiers'},,num Verts In A,NM NPL P N
u32,number Of Joysticks,DECLARATION,C++,{'irrlicht.srcml.xml_identifiers'},,number Of Joysticks,N P NPL
QString,numbering Path,DECLARATION,C++,{'calligra.srcml.xml_identifiers'},,numbering Path,NM N
ObjectProjection,obj Proj,DECLARATION,C++,{'swift.srcml.xml_identifiers'},,obj Proj,NM N
boolean,one Document,DECLARATION,Java,{'corenlp.srcml.xml_identifiers'},,one Document,NM N
String[],open Class Tags,DECLARATION,Java,{'corenlp.srcml.xml_identifiers'},,open Class Tags,NM NM NPL
OrderWith,order With,DECLARATION,Java,{'junit4.srcml.xml_identifiers'},,order With,V P
float,ori W,DECLARATION,C++,{'bullet3.srcml.xml_identifiers'},,ori W,NM N
double[],out d G,DECLARATION,C,{'Telegram.srcml.xml_identifiers'},,out d G,N NM NM
auto,overriden Function It,DECLARATION,C++,{'kdevelop.srcml.xml_identifiers'},,overriden Function It,NM NM N
auto,PAI Arg,DECLARATION,C++,{'swift.srcml.xml_identifiers'},,PAI Arg,NM N
GtkWidget,paint radio,DECLARATION,C,{'gimp.srcml.xml_identifiers'},,paint radio,NM N
ParameterDef,param Def,DECLARATION,C,{'ogre.srcml.xml_identifiers'},,param Def,NM N
int,parts Size,DECLARATION,Java,{'elasticsearch.srcml.xml_identifiers'},,parts Size,NM N
string,passphrase,DECLARATION,C++,{'openFrameworks.srcml.xml_identifiers'},,passphrase,N
Real,pd Sum,DECLARATION,C++,{'QuantLib.srcml.xml_identifiers'},,pd Sum,NM N
string[],platform String,DECLARATION,C++,{'openFrameworks.srcml.xml_identifiers'},,platform String,NM N
aiVector3D,present Scaling,DECLARATION,C++,{'openFrameworks.srcml.xml_identifiers'},,present Scaling,NM N
int,prev num hooks,DECLARATION,C++,{'grpc.srcml.xml_identifiers'},,prev num hooks,NM NM NPL
int,prev Signal Bar Count,DECLARATION,C++,{'Telegram.srcml.xml_identifiers'},,prev Signal Bar Count,NM NM NM N
int,previous Stream Id,DECLARATION,Java,{'okhttp.srcml.xml_identifiers'},,previous Stream Id,NM NM N
D3D11PRIMITIVETOPOLOGY,prim Type,DECLARATION,C++,{'ogre.srcml.xml_identifiers'},,prim Type,NM N
Features,processing Level,DECLARATION,C++,{'kdevelop.srcml.xml_identifiers'},,processing Level,NM N
Bool,progress out,DECLARATION,C,{'irrlicht.srcml.xml_identifiers'},,progress out,V N
int,provider Code,DECLARATION,Java,{'Telegram.srcml.xml_identifiers'},,provider Code,NM N
camhdr,r hdr,DECLARATION,C,{'openFrameworks.srcml.xml_identifiers'},,r hdr,NM N
List,raw Extra Interfaces,DECLARATION,Java,{'mockito.srcml.xml_identifiers'},,raw Extra Interfaces,NM NM NPL
GPUVertBufRaw,raw nor,DECLARATION,C,{'blender.srcml.xml_identifiers'},,raw nor,NM N
float,rcp len 2,DECLARATION,C,{'bullet3.srcml.xml_identifiers'},,rcp len 2,NM N D
String,received Token Signature,DECLARATION,Java,{'jenkins.srcml.xml_identifiers'},,received Token Signature,NM NM N
int,recorded Matchers Size,DECLARATION,Java,{'mockito.srcml.xml_identifiers'},,recorded Matchers Size,NM NM N
u32,rectangle Index,DECLARATION,C++,{'irrlicht.srcml.xml_identifiers'},,rectangle Index,NM N
JSONObject,reduced Json,DECLARATION,Java,{'jenkins.srcml.xml_identifiers'},,reduced Json,NM N
Int32,rem F,DECLARATION,C,{'irrlicht.srcml.xml_identifiers'},,rem F,NM N
auto,REPL Module,DECLARATION,C++,{'swift.srcml.xml_identifiers'},,REPL Module,NM N
uint8t,request bytes,DECLARATION,C++,{'grpc.srcml.xml_identifiers'},,request bytes,NM NPL
Map,requested Plugins,DECLARATION,Java,{'jenkins.srcml.xml_identifiers'},,requested Plugins,NM NPL
guchar[],rgb real,DECLARATION,C,{'gimp.srcml.xml_identifiers'},,rgb real,NM N
PointerRNA,root ptr,DECLARATION,C,{'blender.srcml.xml_identifiers'},,root ptr,NM N
ExtendedBounds,rounded Bounds,DECLARATION,Java,{'elasticsearch.srcml.xml_identifiers'},,rounded Bounds,NM NPL
ofRtAudioSoundStream,rt Stream Ptr,DECLARATION,C++,{'openFrameworks.srcml.xml_identifiers'},,rt Stream Ptr,NM NM N
RtmSession,rtm Session,DECLARATION,Java,{'okhttp.srcml.xml_identifiers'},,rtm Session,NM N
List,rules Of New Chain,DECLARATION,Java,{'junit4.srcml.xml_identifiers'},,rules Of New Chain,N P NM N
Real,running Log Average,DECLARATION,C++,{'QuantLib.srcml.xml_identifiers'},,running Log Average,NM NM N
string,s Tracking System Name,DECLARATION,C++,{'bullet3.srcml.xml_identifiers'},,s Tracking System Name,PRE NM NM N
double[],score Pos Prev,DECLARATION,Java,{'corenlp.srcml.xml_identifiers'},,score Pos Prev,NM N NM
GeglRectangle,selection bounds,DECLARATION,C,{'gimp.srcml.xml_identifiers'},,selection bounds,NM NPL
List,sentence List,DECLARATION,Java,{'corenlp.srcml.xml_identifiers'},,sentence List,NM N
Action,set Prev Ctx Action,DECLARATION,Java,{'antlr4.srcml.xml_identifiers'},,set Prev Ctx Action,NM NM NM N
auto,simple Fn Ty,DECLARATION,C++,{'swift.srcml.xml_identifiers'},,simple Fn Ty,NM NM N
float,sin rot w,DECLARATION,C++,{'ogre.srcml.xml_identifiers'},,sin rot w,NM NM N
long,size Guess,DECLARATION,Java,{'jenkins.srcml.xml_identifiers'},,size Guess,NM N
int,size Per Span,DECLARATION,Java,{'Telegram.srcml.xml_identifiers'},,size Per Span,N P N
uint32t,source index,DECLARATION,C,{'openFrameworks.srcml.xml_identifiers'},,source index,NM N
auto,source Ty,DECLARATION,C++,{'swift.srcml.xml_identifiers'},,source Ty,NM N
QFileInfo,src File Info,DECLARATION,C++,{'kdevelop.srcml.xml_identifiers'},,src File Info,NM NM N
int,src start idx,DECLARATION,C++,{'opencv.srcml.xml_identifiers'},,src start idx,NM NM N
grpcchannelcredentials,ssl creds,DECLARATION,C++,{'grpc.srcml.xml_identifiers'},,ssl creds,NM NPL
rect,static Rect,DECLARATION,C++,{'irrlicht.srcml.xml_identifiers'},,static Rect,NM N
File,status File,DECLARATION,Java,{'antlr4.srcml.xml_identifiers'},,status File,NM N
Real,step Size,DECLARATION,C++,{'QuantLib.srcml.xml_identifiers'},,step Size,NM N
int,step x,DECLARATION,C++,{'opencv.srcml.xml_identifiers'},,step x,NM N
QStringList,str args,DECLARATION,C++,{'kdevelop.srcml.xml_identifiers'},,str args,NM NPL
Headers,stream Headers,DECLARATION,Java,{'okhttp.srcml.xml_identifiers'},,stream Headers,NM NPL
constiterator,sub start,DECLARATION,C++,{'openFrameworks.srcml.xml_identifiers'},,sub start,NM N
XIMStyle,supported Style,DECLARATION,C++,{'irrlicht.srcml.xml_identifiers'},,supported Style,NM N
int,sz Joint Ranges,DECLARATION,C,{'bullet3.srcml.xml_identifiers'},,sz Joint Ranges,NM NM NPL
QStyleOptionTab,tab Overlap,DECLARATION,C++,{'kdevelop.srcml.xml_identifiers'},,tab Overlap,NM N
QSet,tagged Resources,DECLARATION,C++,{'calligra.srcml.xml_identifiers'},,tagged Resources,NM NPL
char,target chars,DECLARATION,C,{'grpc.srcml.xml_identifiers'},,target chars,NM NPL
DeclAttributes,temp Attrs,DECLARATION,C++,{'swift.srcml.xml_identifiers'},,temp Attrs,NM NPL
stringt,text Chopped 2,DECLARATION,C,{'swift.srcml.xml_identifiers'},,text Chopped 2,N NM D
int,thread Array Size,DECLARATION,Java,{'junit4.srcml.xml_identifiers'},,thread Array Size,NM NM N
float[],tmp vec,DECLARATION,C,{'blender.srcml.xml_identifiers'},,tmp vec,NM N
double[],to XYZ,DECLARATION,C,{'bullet3.srcml.xml_identifiers'},,to XYZ,P N
JSONObject,token Data,DECLARATION,Java,{'jenkins.srcml.xml_identifiers'},,token Data,NM N
Map,token Store Typed Data,DECLARATION,Java,{'jenkins.srcml.xml_identifiers'},,token Store Typed Data,NM NM NM N
String,token Type S,DECLARATION,Java,{'antlr4.srcml.xml_identifiers'},,token Type S,NM NM N
Real,tranched Loss After,DECLARATION,C++,{'QuantLib.srcml.xml_identifiers'},,tranched Loss After,NM N P
Affine3,transform Unique Id,DECLARATION,C++,{'ogre.srcml.xml_identifiers'},,transform Unique Id,NM NM N
bool,trim Parse Trees,DECLARATION,C#,{'antlr4.srcml.xml_identifiers'},,trim Parse Trees,V NM NPL
Treebank,tune Treebank,DECLARATION,Java,{'corenlp.srcml.xml_identifiers'},,tune Treebank,NM N
char,txt alias,DECLARATION,C,{'grpc.srcml.xml_identifiers'},,txt alias,NM N
int,ui Index,DECLARATION,C++,{'ogre.srcml.xml_identifiers'},,ui Index,NM N
GeglRectangle,update area,DECLARATION,C,{'gimp.srcml.xml_identifiers'},,update area,NM N
bool,use mat dirs,DECLARATION,C++,{'irrlicht.srcml.xml_identifiers'},,use mat dirs,V NM NPL
long,utc Timestamp Ms,DECLARATION,Java,{'Telegram.srcml.xml_identifiers'},,utc Timestamp Ms,NM NM NPL
float,v proj axis,DECLARATION,C,{'blender.srcml.xml_identifiers'},,v proj axis,NM NM N
StringTokenizer,v Tok,DECLARATION,Java,{'elasticsearch.srcml.xml_identifiers'},,v Tok,NM N
sizet,Val Size,DECLARATION,C++,{'grpc.srcml.xml_identifiers'},,Val Size,NM N
String,value Count String,DECLARATION,Java,{'okhttp.srcml.xml_identifiers'},,value Count String,NM NM N
Real,value X,DECLARATION,C++,{'QuantLib.srcml.xml_identifiers'},,value X,NM N
Object[],var Args,DECLARATION,Java,{'mockito.srcml.xml_identifiers'},,var Args,NM NPL
Set,vary Fields,DECLARATION,Java,{'okhttp.srcml.xml_identifiers'},,vary Fields,NM NPL
VerificationOverTimeImpl,verification Over Time,DECLARATION,Java,{'mockito.srcml.xml_identifiers'},,verification Over Time,N P N
long,wait Until,DECLARATION,Java,{'jenkins.srcml.xml_identifiers'},,wait Until,V P
s32,wat id,DECLARATION,C,{'irrlicht.srcml.xml_identifiers'},,wat id,NM N
int,win Error,DECLARATION,C++,{'ogre.srcml.xml_identifiers'},,win Error,NM N
gboolean,within vertically,DECLARATION,C,{'gimp.srcml.xml_identifiers'},,within vertically,P VM
int,worst score,DECLARATION,C,{'opencv.srcml.xml_identifiers'},,worst score,NM N
Class,wrapper Class,DECLARATION,Java,{'junit4.srcml.xml_identifiers'},,wrapper Class,NM N
btScalar,x 2,DECLARATION,C++,{'bullet3.srcml.xml_identifiers'},,x 2,N D
float,x Distance,DECLARATION,Java,{'openFrameworks.srcml.xml_identifiers'},,x Distance,NM N
void,Add Bezier Curve,FUNCTION,Java,{'elasticsearch.srcml.xml_identifiers'},,Add Bezier Curve,V NM N
void,Add Log To Stream,FUNCTION,Java,{'mockito.srcml.xml_identifiers'},,Add Log To Stream,V N P N
void,add Object Index,FUNCTION,C,{'gimp.srcml.xml_identifiers'},,add Object Index,V NM N
void,add Ordered List,FUNCTION,Java,{'elasticsearch.srcml.xml_identifiers'},,add Ordered List,V NM N
void,add Unicode Script Codes To Names,FUNCTION,C++,{'blender.srcml.xml_identifiers'},,add Unicode Script Codes To Names,V NM NM NPL P NPL
QGradient,adjusted Gradient,FUNCTION,C++,{'kdevelop.srcml.xml_identifiers'},,adjusted Gradient,NM N
void,after Channel,FUNCTION,C,{'grpc.srcml.xml_identifiers'},,after Channel,P N
QString,all Open Files String,FUNCTION,Java,{'okhttp.srcml.xml_identifiers'},,all Open Files String,DT NM NM N
void,append Python Style Escaped Code Point,FUNCTION,C++,{'calligra.srcml.xml_identifiers'},,append Python Style Escaped Code Point,V NM N NM NM N
void,append Sequence,FUNCTION,C#,{'grpc.srcml.xml_identifiers'},,append Sequence,V N
void,apply Margin Insets,FUNCTION,Java,{'corenlp.srcml.xml_identifiers'},,apply Margin Insets,V NM NPL
int,ares expand name for response,FUNCTION,C++,{'opencv.srcml.xml_identifiers'},,ares expand name for response,PRE V N P N
void,ARGB Subtract Row C,FUNCTION,C++,{'calligra.srcml.xml_identifiers'},,ARGB Subtract Row C,N V NM N
void,assign Lexer Token Types,FUNCTION,Java,{'elasticsearch.srcml.xml_identifiers'},,assign Lexer Token Types,V NM NM NPL
AUDSound,AUD Sound envelope,FUNCTION,C++,{'opencv.srcml.xml_identifiers'},,AUD Sound envelope,PRE NM N
void,b3 Push Profile Timing,FUNCTION,C++,{'bullet3.srcml.xml_identifiers'},,b3 Push Profile Timing,PRE V NM N
Constructor,biggest Constructor,FUNCTION,C,{'blender.srcml.xml_identifiers'},,biggest Constructor,NM N
String,binary Search Bytes,FUNCTION,C,{'irrlicht.srcml.xml_identifiers'},,binary Search Bytes,NM N NPL
int,BKE lattice index flip,FUNCTION,C++,{'calligra.srcml.xml_identifiers'},,BKE lattice index flip,PRE NM N V
void,BLI str r strip,FUNCTION,C++,{'swift.srcml.xml_identifiers'},,BLI str r strip,PRE N VM V
void,build Group Query,FUNCTION,C++,{'opencv.srcml.xml_identifiers'},,build Group Query,V NM N
void,build Lexer Rule Actions,FUNCTION,C++,{'calligra.srcml.xml_identifiers'},,build Lexer Rule Actions,V NM NM NPL
u32,calc LUT,FUNCTION,C++,{'bullet3.srcml.xml_identifiers'},,calc LUT,V N
bool,check GL Support,FUNCTION,C++,{'QuantLib.srcml.xml_identifiers'},,check GL Support,V NM N
void,check Not Interface,FUNCTION,C++,{'blender.srcml.xml_identifiers'},,check Not Interface,V VM N
void,check Not Local,FUNCTION,C++,{'antlr4.srcml.xml_identifiers'},,check Not Local,V VM N
void,check Sign,FUNCTION,C++,{'opencv.srcml.xml_identifiers'},,check Sign,V N
void,check T,FUNCTION,Java,{'junit4.srcml.xml_identifiers'},,check T,V N
void,Check Writeable,FUNCTION,Java,{'mockito.srcml.xml_identifiers'},,Check Writeable,V NM
void,choose Document,FUNCTION,Java,{'jenkins.srcml.xml_identifiers'},,choose Document,V N
Annotation[],class Annotations,FUNCTION,C++,{'openFrameworks.srcml.xml_identifiers'},,class Annotations,NM NPL
void,Clear Active ID,FUNCTION,C,{'gimp.srcml.xml_identifiers'},,Clear Active ID,V NM N
int,compare Inverse And Forward Dynamics,FUNCTION,C,{'irrlicht.srcml.xml_identifiers'},,compare Inverse And Forward Dynamics,V NM CJ NM NPL
QList,context Url List,FUNCTION,C++,{'kdevelop.srcml.xml_identifiers'},,context Url List,NM NM N
string,Convert To Php Namespace,FUNCTION,C,{'gimp.srcml.xml_identifiers'},,Convert To Php Namespace,V P NM N
int,create Duplicate Change Id,FUNCTION,C++,{'ogre.srcml.xml_identifiers'},,create Duplicate Change Id,V NM NM N
ParameterPtr,create In Indices,FUNCTION,C++,{'swift.srcml.xml_identifiers'},,create In Indices,V NM NPL
bool,create metadata array,FUNCTION,C++,{'ogre.srcml.xml_identifiers'},,create metadata array,V NM N
Buffer,create Sub Buffer,FUNCTION,C++,{'QuantLib.srcml.xml_identifiers'},,create Sub Buffer,V NM N
int,current Slide,FUNCTION,C,{'Telegram.srcml.xml_identifiers'},,current Slide,NM N
vector,curves,FUNCTION,Java,{'okhttp.srcml.xml_identifiers'},,curves,NPL
void,declare Component,FUNCTION,Java,{'jenkins.srcml.xml_identifiers'},,declare Component,V N
Object,deep Stub,FUNCTION,Java,{'antlr4.srcml.xml_identifiers'},,deep Stub,NM N
DeleteResponse,delete,FUNCTION,Java,{'mockito.srcml.xml_identifiers'},,delete,V
void,Delete Input,FUNCTION,Java,{'elasticsearch.srcml.xml_identifiers'},,Delete Input,V N
Strictness,determine Strictness,FUNCTION,C,{'Telegram.srcml.xml_identifiers'},,determine Strictness,V N
void,dialog info update,FUNCTION,Java,{'jenkins.srcml.xml_identifiers'},,dialog info update,NM N V
DiscountFactor,dividend Discount Mother,FUNCTION,C,{'openFrameworks.srcml.xml_identifiers'},,dividend Discount Mother,NM NM N
HttpResponse,do Forward,FUNCTION,C,{'opencv.srcml.xml_identifiers'},,do Forward,V V
HttpResponse,do Install Status,FUNCTION,C++,{'bullet3.srcml.xml_identifiers'},,do Install Status,V NM N
void,do Login Entry,FUNCTION,Java,{'antlr4.srcml.xml_identifiers'},,do Login Entry,V NM N
bool,do Print After,FUNCTION,C++,{'opencv.srcml.xml_identifiers'},,do Print After,V V P
void,dump cemd cmd,FUNCTION,C++,{'Telegram.srcml.xml_identifiers'},,dump cemd cmd,V NM N
void,dump Core Map To String Builder,FUNCTION,C++,{'swift.srcml.xml_identifiers'},,dump Core Map To String Builder,V NM N P NM N
void,dump Frame buffer Formats,FUNCTION,C,{'irrlicht.srcml.xml_identifiers'},,dump Frame buffer Formats,V NM NM NPL
int,dynamic Table Index,FUNCTION,C++,{'ogre.srcml.xml_identifiers'},,dynamic Table Index,NM NM N
Style,effective Style,FUNCTION,C,{'bullet3.srcml.xml_identifiers'},,effective Style,NM N
ManagedValue,emit Address,FUNCTION,C++,{'swift.srcml.xml_identifiers'},,emit Address,V N
void,enable Background Opacity,FUNCTION,C++,{'calligra.srcml.xml_identifiers'},,enable Background Opacity,V NM N
void,enable Materials,FUNCTION,Java,{'okhttp.srcml.xml_identifiers'},,enable Materials,V NPL
Set,expand Headers From Request,FUNCTION,Java,{'corenlp.srcml.xml_identifiers'},,expand Headers From Request,V NPL P N
TimeSeries,extract Component,FUNCTION,Java,{'jenkins.srcml.xml_identifiers'},,extract Component,V N
Class,extract Raw Type Of,FUNCTION,C++,{'ogre.srcml.xml_identifiers'},,extract Raw Type Of,V NM NM P
void,fence,FUNCTION,C++,{'kdevelop.srcml.xml_identifiers'},,fence,N
Metadata,find Hashable Base Type,FUNCTION,C++,{'calligra.srcml.xml_identifiers'},,find Hashable Base Type,V NM NM N
String,find Source Subdir,FUNCTION,C,{'blender.srcml.xml_identifiers'},,find Source Subdir,V NM N
float,Float,FUNCTION,Java,{'jenkins.srcml.xml_identifiers'},,Float,N
MetadataResponse,follow Component,FUNCTION,Java,{'corenlp.srcml.xml_identifiers'},,follow Component,V N
String,format Display Name,FUNCTION,C++,{'kdevelop.srcml.xml_identifiers'},,format Display Name,V NM N
BytesReference,from Byte Buffers,FUNCTION,C++,{'QuantLib.srcml.xml_identifiers'},,from Byte Buffers,P NM NPL
void,Generate Service Descriptor Property,FUNCTION,Java,{'Telegram.srcml.xml_identifiers'},,Generate Service Descriptor Property,V NM NM N
Object[],get Actual Values,FUNCTION,C,{'gimp.srcml.xml_identifiers'},,get Actual Values,V NM NPL
String,get Artificial Op Prec Rule,FUNCTION,Java,{'mockito.srcml.xml_identifiers'},,get Artificial Op Prec Rule,V NM NM NM N
Side,get Binary Side,FUNCTION,C++,{'ogre.srcml.xml_identifiers'},,get Binary Side,V NM N
String,get Commit Id,FUNCTION,C,{'gimp.srcml.xml_identifiers'},,get Commit Id,V NM N
long,get Completed,FUNCTION,Java,{'okhttp.srcml.xml_identifiers'},,get Completed,V NM
ConstantReference,get Constant Reference For Protocol Descriptor,FUNCTION,C,{'gimp.srcml.xml_identifiers'},,get Constant Reference For Protocol Descriptor,V NM N P NM N
void,get Controller Transform,FUNCTION,Java,{'corenlp.srcml.xml_identifiers'},,get Controller Transform,V NM N
TextureAtlasAttib,get Default Atlasing Attributes,FUNCTION,Java,{'mockito.srcml.xml_identifiers'},,get Default Atlasing Attributes,V NM NM NPL
InstallState,get Default Install State,FUNCTION,C,{'irrlicht.srcml.xml_identifiers'},,get Default Install State,V NM NM N
ColourValue,get Diffuse Colour,FUNCTION,Java,{'junit4.srcml.xml_identifiers'},,get Diffuse Colour,V NM N
String,get Display Path,FUNCTION,Java,{'jenkins.srcml.xml_identifiers'},,get Display Path,V NM N
bool,Get DMF Header,FUNCTION,Java,{'elasticsearch.srcml.xml_identifiers'},,Get DMF Header,V NM N
List,get Error Listeners,FUNCTION,Java,{'mockito.srcml.xml_identifiers'},,get Error Listeners,V NM NPL
Long,get Failure Timestamp,FUNCTION,Java,{'mockito.srcml.xml_identifiers'},,get Failure Timestamp,V NM N
String,get Id For Name,FUNCTION,Java,{'junit4.srcml.xml_identifiers'},,get Id For Name,V N P N
int,get Initial Window Size,FUNCTION,C++,{'bullet3.srcml.xml_identifiers'},,get Initial Window Size,V NM NM N
Descriptor,get Item Type Descriptor,FUNCTION,Java,{'mockito.srcml.xml_identifiers'},,get Item Type Descriptor,V NM NM N
ematrix6,get Jf,FUNCTION,C++,{'bullet3.srcml.xml_identifiers'},,get Jf,V N
Tree,get Leftmost Descendant,FUNCTION,C++,{'swift.srcml.xml_identifiers'},,get Leftmost Descendant,V NM N
double,Get Longitude,FUNCTION,Java,{'okhttp.srcml.xml_identifiers'},,Get Longitude,V N
int,get Max Shingle Diff,FUNCTION,C++,{'openFrameworks.srcml.xml_identifiers'},,get Max Shingle Diff,V NM NM N
int,Get Meta Index,FUNCTION,C++,{'grpc.srcml.xml_identifiers'},,Get Meta Index,V NM N
FunctionType,get Msg Send Super Ty,FUNCTION,C++,{'Telegram.srcml.xml_identifiers'},,get Msg Send Super Ty,V NM NM NM N
int,get Number Of Transitions,FUNCTION,Java,{'okhttp.srcml.xml_identifiers'},,get Number Of Transitions,V N P NPL
long,get Operations Reads,FUNCTION,C++,{'kdevelop.srcml.xml_identifiers'},,get Operations Reads,V NM NPL
String,get Phrase 1,FUNCTION,C,{'blender.srcml.xml_identifiers'},,get Phrase 1,V N D
int,get PID No Exceptions,FUNCTION,C++,{'openFrameworks.srcml.xml_identifiers'},,get PID No Exceptions,V N DT NPL
Vector3,get Plane Point,FUNCTION,C,{'Telegram.srcml.xml_identifiers'},,get Plane Point,V NM N
Object[],get Raw Arguments,FUNCTION,C++,{'openFrameworks.srcml.xml_identifiers'},,get Raw Arguments,V NM NPL
float,get Red Adjust 2,FUNCTION,C++,{'swift.srcml.xml_identifiers'},,get Red Adjust 2,V NM N D
double,Get Related View Data Row Double,FUNCTION,Java,{'jenkins.srcml.xml_identifiers'},,Get Related View Data Row Double,V NM NM NM N NM
Real,get Top Border Size,FUNCTION,C++,{'Telegram.srcml.xml_identifiers'},,get Top Border Size,V NM NM N
path,get Working Directory,FUNCTION,C,{'ogre.srcml.xml_identifiers'},,get Working Directory,V NM N
int,Get XCR 0,FUNCTION,Java,{'antlr4.srcml.xml_identifiers'},,Get XCR 0,V N D
void,gimp canvas rectangle set property,FUNCTION,Java,{'corenlp.srcml.xml_identifiers'},,gimp canvas rectangle set property,PRE NM N V N
gboolean,gimp devices check change,FUNCTION,Java,{'antlr4.srcml.xml_identifiers'},,gimp devices check change,PRE NPL V V
gboolean,gimp eraser default,FUNCTION,Java,{'corenlp.srcml.xml_identifiers'},,gimp eraser default,PRE N NM
void,gimp filter tool set gyroscope,FUNCTION,C++,{'openFrameworks.srcml.xml_identifiers'},,gimp filter tool set gyroscope,PRE NM N V N
GimpThumbnail,gimp image file get thumbnail,FUNCTION,Java,{'antlr4.srcml.xml_identifiers'},,gimp image file get thumbnail,PRE NM N V N
void,gimp param drawable id init,FUNCTION,C++,{'QuantLib.srcml.xml_identifiers'},,gimp param drawable id init,PRE NM NM N V
void,gimp selection tool class init,FUNCTION,C++,{'opencv.srcml.xml_identifiers'},,gimp selection tool class init,PRE NM NM N V
void,gimp status bar progress canceled,FUNCTION,C++,{'swift.srcml.xml_identifiers'},,gimp status bar progress canceled,PRE NM NM N V
void,gimp value set int32 array,FUNCTION,Java,{'openFrameworks.srcml.xml_identifiers'},,gimp value set int32 array,PRE N V NM N
gboolean,gimp wire compare,FUNCTION,C++,{'blender.srcml.xml_identifiers'},,gimp wire compare,PRE N V
ObjectValue,global Scope,FUNCTION,Java,{'junit4.srcml.xml_identifiers'},,global Scope,NM N
int,gpencil primitive modal,FUNCTION,C++,{'grpc.srcml.xml_identifiers'},,gpencil primitive modal,NM NM N
void,grpc chttp2 mark stream writable,FUNCTION,C++,{'grpc.srcml.xml_identifiers'},,grpc chttp2 mark stream writable,PRE PRE V N NM
void,grpc json writer value string,FUNCTION,C++,{'QuantLib.srcml.xml_identifiers'},,grpc json writer value string,PRE NM NM NM N
void,grpc sock addr make wildcards,FUNCTION,C++,{'kdevelop.srcml.xml_identifiers'},,grpc sock addr make wildcards,PRE NM N V NPL
bool,Handle If,FUNCTION,Java,{'jenkins.srcml.xml_identifiers'},,Handle If,V CJ
bool,has Composite Op,FUNCTION,C++,{'calligra.srcml.xml_identifiers'},,has Composite Op,V NM N
bool,has View Relative Texture Coordinate Generation,FUNCTION,C++,{'QuantLib.srcml.xml_identifiers'},,has View Relative Texture Coordinate Generation,V NM NM NM NM N
gint32,ico load layer,FUNCTION,C++,{'swift.srcml.xml_identifiers'},,ico load layer,PRE V N
boolean,is Blocked By Shutdown,FUNCTION,C++,{'ogre.srcml.xml_identifiers'},,is Blocked By Shutdown,V V P N
void,imb stereo3d read interlace,FUNCTION,C,{'blender.srcml.xml_identifiers'},,imb stereo3d read interlace,PRE NM V N
bool,in SCC,FUNCTION,Java,{'Telegram.srcml.xml_identifiers'},,in SCC,P N
Real,inflation Leg NPV,FUNCTION,C,{'Telegram.srcml.xml_identifiers'},,inflation Leg NPV,NM NM N
void,init For Group,FUNCTION,C,{'gimp.srcml.xml_identifiers'},,init For Group,V P N
void,Initialize Dual Graph,FUNCTION,C++,{'calligra.srcml.xml_identifiers'},,Initialize Dual Graph,V NM N
boolean,is Android,FUNCTION,Java,{'okhttp.srcml.xml_identifiers'},,is Android,V N
bool,is canon,FUNCTION,Java,{'okhttp.srcml.xml_identifiers'},,is canon,V N
boolean,is Conscrypt Preferred,FUNCTION,Java,{'elasticsearch.srcml.xml_identifiers'},,is Conscrypt Preferred,V N V
boolean,is Dependency Changed,FUNCTION,C++,{'ogre.srcml.xml_identifiers'},,is Dependency Changed,V N V
bool,is Generic Type Disambiguating Token,FUNCTION,Java,{'mockito.srcml.xml_identifiers'},,is Generic Type Disambiguating Token,V NM NM NM N
bool,is Stdlib Module,FUNCTION,C,{'Telegram.srcml.xml_identifiers'},,is Stdlib Module,V NM N
bool,is Sum Supported,FUNCTION,C,{'blender.srcml.xml_identifiers'},,is Sum Supported,V N V
bool,is Valid Trailing Closure,FUNCTION,C++,{'ogre.srcml.xml_identifiers'},,is Valid Trailing Closure,V NM NM N
